order_id,order_date,planned_delivery,actual_delivery,release,client,region,destination,origin,cargo_type,transport_type,distance_km,weight_kg,revenue,cost_fuel,cost_driver,cost_warehouse,cost_tolls,cost_other,total_cost,profit,status,on_time,in_full,otif
LH-10097,2024-01-26,2024-01-28,2024-01-28,v1.0,ООО «ТехноДВ»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,649,2680.0,65449.82,25500.05,6955.1,1832.89,1751.04,473.92,36513.0,28936.82,Доставлен,1,1,1
LH-10098,2024-01-26,2024-01-28,,v1.0,ООО «ТехноДВ»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,367,3240.3,0.0,0.0,0.0,1930.94,0.0,384.74,2315.68,-2315.68,Отменён,0,0,0
LH-10099,2024-01-26,2024-01-28,2024-01-31,v1.0,ООО «ДВ Логистик»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,469,3932.0,53261.35,18278.68,18785.15,2333.5,1304.67,8489.34,49191.34,4070.01,Доставлен,0,1,0
LH-10100,2024-01-26,2024-01-29,2024-01-29,v1.0,ООО «МебельГрад»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Стройматериалы,Фура,1125,10844.5,96926.53,39956.88,10641.49,6108.36,2617.93,439.44,59764.1,37162.43,Доставлен,1,0,0
LH-10101,2024-01-29,2024-01-31,2024-01-31,v1.0,ООО «ДВ Логистик»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Медикаменты,Газель,489,295.0,23541.9,7260.93,6607.48,527.87,1306.02,1114.82,16817.12,6724.78,Доставлен,1,1,1
LH-10102,2024-01-29,2024-01-31,2024-01-31,v1.0,АО «СахалинСнаб»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Фура,484,5276.4,42169.63,17268.91,8154.36,2818.92,926.14,1050.73,30219.06,11950.57,Доставлен,1,1,1
LH-10103,2024-01-29,2024-02-02,2024-02-02,v1.0,ООО «МебельГрад»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Стройматериалы,Фура,1679,7966.3,132820.89,69422.07,14121.08,3681.11,3037.62,1377.69,91639.57,41181.32,Доставлен,1,1,1
LH-10104,2024-01-29,2024-02-01,2024-02-01,v1.0,ООО «ДальФуд»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Фура,888,3036.0,80057.79,31475.56,10335.6,1867.35,1750.9,372.86,45802.27,34255.52,Доставлен,1,1,1
LH-10105,2024-01-30,2024-02-01,2024-02-01,v1.0,АО «ВостокМед»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Стройматериалы,Фура,682,17806.2,66561.32,24354.9,6916.96,9957.54,1892.97,1126.35,44248.72,22312.6,Доставлен,1,0,0
LH-10106,2024-01-30,2024-02-02,2024-02-02,v1.0,ООО «ДВ Логистик»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Фура,1285,4421.5,124121.15,46372.07,12550.16,2306.69,2478.18,1360.35,65067.45,59053.7,Доставлен,1,1,1
LH-10107,2024-01-30,2024-02-03,2024-02-03,v1.0,ООО «МебельГрад»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Мебель,Фура,1435,4093.9,134387.74,56049.5,14293.77,2754.1,4540.84,1392.2,79030.41,55357.33,Доставлен,1,0,0
LH-10108,2024-01-30,2024-02-01,2024-02-01,v1.0,ООО «ХабЭлектро»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,359,1969.2,42154.3,13650.69,7240.78,1242.52,1032.53,603.56,23770.08,18384.22,Доставлен,1,1,1
LH-10109,2024-01-31,2024-02-03,,v1.0,ООО «ПримТорг»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,842,2398.1,0.0,0.0,0.0,1569.15,0.0,1292.9,2862.05,-2862.05,Отменён,0,0,0
LH-10110,2024-01-31,2024-02-03,2024-02-03,v1.0,ООО «ДальФуд»,Приморский край,Владивосток,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,888,367.9,108730.57,39696.94,9932.48,618.52,2587.42,425.08,53260.44,55470.13,Доставлен,1,0,0
LH-10111,2024-01-31,2024-02-02,2024-02-02,v1.0,ООО «Модный Дом»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Электроника,Газель,309,525.5,16854.4,4378.73,7784.45,709.84,724.06,618.44,14215.52,2638.88,Доставлен,1,1,1
LH-10112,2024-01-31,2024-02-04,2024-02-04,v1.0,ООО «ДальФуд»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Электроника,Фура,1702,1740.3,165239.98,65041.08,13759.12,1191.46,4815.76,571.16,85378.58,79861.4,Доставлен,1,1,1
LH-10113,2024-01-31,2024-02-02,2024-02-02,v1.0,ООО «МебельГрад»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Электроника,Газель,506,1079.8,23033.85,7734.28,8184.28,1022.35,1150.59,502.77,18594.27,4439.58,Доставлен,1,1,1
LH-10114,2024-02-01,2024-02-04,2024-02-04,v1.0,АО «ВостокМед»,Приморский край,Владивосток,Комсомольск-на-Амуре,Стройматериалы,Фура,1150,6081.5,93255.73,47439.59,12299.89,3294.88,2172.95,879.91,66087.22,27168.51,Доставлен,1,1,1
LH-10115,2024-02-01,2024-02-04,2024-02-04,v1.0,ООО «Модный Дом»,Приморский край,Владивосток,Комсомольск-на-Амуре,Одежда и обувь,Газель,1093,965.5,44576.67,15557.28,12352.42,841.54,2931.43,1192.41,32875.08,11701.59,Доставлен,1,1,1
LH-10116,2024-02-01,2024-02-03,2024-02-03,v1.0,ООО «ДВ Логистик»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Фура,351,10684.8,36450.32,12158.91,7403.31,6362.64,944.98,914.46,27784.3,8666.02,Доставлен,1,1,1
LH-10117,2024-02-01,2024-02-05,2024-02-05,v1.0,ООО «ХабЭлектро»,Приморский край,Владивосток,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,1306,272.2,159210.97,57454.86,13945.63,546.11,3553.67,645.34,76145.61,83065.36,Доставлен,1,1,1
LH-10118,2024-02-02,2024-02-05,2024-02-05,v1.0,ООО «АмурСтрой»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Одежда и обувь,Фура,1139,1560.6,103592.84,44950.18,10029.59,1310.89,2305.1,744.11,59339.87,44252.97,Доставлен,1,0,0
LH-10119,2024-02-03,2024-02-06,2024-02-06,v1.0,ООО «Модный Дом»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Мебель,Фура,1207,2712.1,107130.56,44313.15,10371.85,1551.52,3573.39,1069.08,60878.99,46251.57,Доставлен,1,1,1
LH-10120,2024-02-03,2024-02-06,2024-02-07,v1.0,ООО «ХабЭлектро»,Приморский край,Владивосток,Комсомольск-на-Амуре,Одежда и обувь,Газель,1084,1049.4,39747.12,14161.96,16147.97,1017.29,2445.83,3340.76,37113.81,2633.31,Доставлен,0,1,0
LH-10121,2024-02-03,2024-02-05,2024-02-08,v1.0,ИП Ковалёв,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Электроника,Газель,449,900.7,22238.17,6893.45,18718.76,776.92,1358.27,4462.92,32210.32,-9972.15,Доставлен,0,1,0
LH-10122,2024-02-03,2024-02-05,2024-02-05,v1.0,ООО «Модный Дом»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Фура,409,11358.9,41784.15,15270.0,7112.67,6359.99,975.09,445.29,30163.04,11621.11,Доставлен,1,0,0
LH-10123,2024-02-04,2024-02-06,2024-02-06,v1.0,ИП Ковалёв,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Стройматериалы,Фура,433,1861.2,36581.41,17298.98,7630.53,1233.25,1311.23,1484.95,28958.94,7622.47,Доставлен,1,1,1
LH-10124,2024-02-04,2024-02-06,2024-02-06,v1.0,ООО «АптекаПлюс»,Приморский край,Владивосток,Комсомольск-на-Амуре,Электроника,Газель,799,905.2,34912.86,10124.15,7475.93,865.18,1732.21,862.98,21060.45,13852.41,Доставлен,1,0,0
LH-10125,2024-02-04,2024-02-07,2024-02-07,v1.0,ООО «АмурСтрой»,Приморский край,Владивосток,Комсомольск-на-Амуре,Одежда и обувь,Газель,1266,1427.1,45505.63,16246.79,12412.39,1195.17,3480.17,1394.7,34729.22,10776.41,Доставлен,1,0,0
LH-10126,2024-02-05,2024-02-07,2024-02-07,v1.0,ИП Ковалёв,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Одежда и обувь,Фура,433,1788.2,36720.52,15590.54,7876.3,1182.37,1025.99,1394.98,27070.18,9650.34,Доставлен,1,0,0
LH-10127,2024-02-05,2024-02-08,2024-02-08,v1.0,ООО «ТехноДВ»,Приморский край,Владивосток,Комсомольск-на-Амуре,Стройматериалы,Фура,968,4783.5,80200.11,38494.56,10969.25,2888.91,2903.47,1238.22,56494.41,23705.7,Доставлен,1,1,1
LH-10128,2024-02-05,2024-02-08,2024-02-08,v1.0,ИП Ковалёв,Приморский край,Владивосток,Комсомольск-на-Амуре,Одежда и обувь,Газель,1271,1041.3,48049.01,17962.32,11764.43,888.99,2708.25,890.42,34214.41,13834.6,Доставлен,1,1,1
LH-10129,2024-02-05,2024-02-07,2024-02-07,v1.0,ООО «Модный Дом»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,517,671.3,61011.1,20480.3,8133.69,741.24,1086.24,505.04,30946.51,30064.59,Доставлен,1,1,1
LH-10130,2024-02-05,2024-02-07,2024-02-07,v1.0,ООО «ДВ Логистик»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Медикаменты,Газель,528,316.5,26530.12,6767.92,6702.96,560.91,979.43,1046.76,16057.98,10472.14,Доставлен,1,1,1
LH-10131,2024-02-05,2024-02-07,2024-02-07,v1.0,ООО «МебельГрад»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Одежда и обувь,Газель,359,1329.5,15867.13,5305.13,7113.25,1099.4,968.83,1408.81,15895.42,-28.29,Доставлен,1,0,0
LH-10132,2024-02-05,2024-02-08,2024-02-08,v1.0,ООО «ТехноДВ»,Приморский край,Владивосток,Комсомольск-на-Амуре,Мебель,Фура,1146,5350.3,107816.07,40373.46,11575.63,3135.06,2357.81,317.49,57759.45,50056.62,Доставлен,1,1,1
LH-10133,2024-02-06,2024-02-09,2024-02-10,v1.0,ООО «ХабЭлектро»,Приморский край,Владивосток,Комсомольск-на-Амуре,Мебель,Фура,932,6765.6,84381.25,32617.04,13288.96,4249.44,1862.44,5376.01,57393.89,26987.36,Доставлен,0,1,0
LH-10134,2024-02-06,2024-02-08,2024-02-09,v1.0,ООО «АмурСтрой»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Продукты питания,Фура,575,3919.9,51398.31,21797.08,12537.78,2679.96,1455.73,3318.25,41788.8,9609.51,Доставлен,0,1,0
LH-10135,2024-02-06,2024-02-08,2024-02-10,v1.0,ООО «ТехноДВ»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Продукты питания,Фура,641,6844.7,59948.18,26110.34,16387.1,3822.38,1210.34,7215.73,54745.89,5202.29,Доставлен,0,1,0
LH-10136,2024-02-06,2024-02-08,2024-02-08,v1.0,ООО «ПримТорг»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,331,1069.5,39001.88,13211.62,7149.6,915.5,752.07,1390.57,23419.36,15582.52,Доставлен,1,1,1
LH-10137,2024-02-06,2024-02-10,2024-02-10,v1.0,ООО «АмурСтрой»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Стройматериалы,Контейнер (ж/д),1276,16862.0,87365.83,25886.18,13112.05,7492.0,0.0,483.3,46973.53,40392.3,Доставлен,1,1,1
LH-10138,2024-02-06,2024-02-08,2024-02-08,v1.0,ООО «ДВ Логистик»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Одежда и обувь,Газель,366,867.3,16585.38,5076.3,7654.18,750.51,1021.45,1042.94,15545.38,1040.0,Доставлен,1,1,1
LH-10139,2024-02-06,2024-02-09,2024-02-09,v1.0,АО «ВостокМед»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,1212,2222.2,133967.26,54127.9,11246.88,1492.83,2841.41,1187.9,70896.92,63070.34,Доставлен,1,1,1
LH-10140,2024-02-06,2024-02-08,2024-02-08,v1.0,АО «ВостокМед»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Одежда и обувь,Фура,423,3004.8,36642.02,16657.32,8183.94,2117.21,1107.39,405.81,28471.67,8170.35,Доставлен,1,1,1
LH-10141,2024-02-06,2024-02-09,2024-02-09,v1.0,ООО «АптекаПлюс»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Фура,914,6618.0,83399.86,34485.74,11746.07,3448.38,2557.88,1298.3,53536.37,29863.49,Доставлен,1,1,1
LH-10142,2024-02-07,2024-02-09,2024-02-09,v1.0,ООО «АмурСтрой»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Одежда и обувь,Газель,430,1110.4,19627.16,5802.07,8160.48,965.99,1133.49,865.14,16927.17,2699.99,Доставлен,1,1,1
LH-10143,2024-02-07,2024-02-11,2024-02-12,v1.0,ООО «ТехноДВ»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Продукты питания,Фура,1678,2604.2,152471.9,62071.38,17503.83,1730.98,3437.64,7988.19,92732.02,59739.88,Доставлен,0,1,0
LH-10144,2024-02-07,2024-02-10,2024-02-10,v1.0,ООО «ПримТорг»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,1184,6148.0,130239.62,49023.05,12304.14,2721.88,3233.13,1218.97,68501.17,61738.45,Доставлен,1,0,0
LH-10145,2024-02-07,2024-02-10,2024-02-10,v1.0,ООО «ДВ Логистик»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,828,5393.8,95293.5,32832.5,11769.46,2907.23,2630.2,920.49,51059.88,44233.62,Доставлен,1,1,1
